country,gender,age_group,religion,environment
Namibia,Male,26-35,Christianity,Urban
Namibia,Male,18-25,Christianity,Urban
Namibia,Female,26-35,,Rural
Namibia,Male,26-35,Christianity,Urban
Namibia,Female,18-25,Christianity,Rural
Namibia,Female,36-45,Christianity,Urban
Namibia,Female,36-45,Christianity,Rural
Namibia,Male,46-55,I do not identify with any religious group or faith,Rural
Namibia,Female,26-35,Christianity,Urban
Namibia,Female,18-25,Christianity,Urban
Namibia,Female,36-45,Christianity,Urban
Namibia,Female,26-35,Christianity,Urban
Namibia,Female,18-25,Christianity,Urban
Namibia,Male,65+,Christianity,Urban
Namibia,Male,18-25,Christianity,Urban
Namibia,Male,26-35,Christianity,Urban
Namibia,Female,26-35,Christianity,Urban
Namibia,Male,36-45,Christianity,Urban
Namibia,Male,36-45,I do not identify with any religious group or faith,Urban
Namibia,Male,26-35,Christianity,Urban
Namibia,Female,36-45,Christianity,Urban
Namibia,Male,36-45,Christianity,Urban
Namibia,Male,36-45,Christianity,Urban
Namibia,Male,26-35,Christianity,Urban
Namibia,Male,26-35,Christianity,Urban
Namibia,Female,18-25,Christianity,Urban
Namibia,Female,26-35,Christianity,Urban
Namibia,Female,18-25,Christianity,Urban
Namibia,Male,26-35,Christianity,Urban
Namibia,Male,26-35,Christianity,Urban
Namibia,Female,26-35,Christianity,Urban
Namibia,Female,18-25,Christianity,Urban
Namibia,Male,46-55,Christianity,Urban
Namibia,Female,26-35,Christianity,Urban
Namibia,Female,36-45,Christianity,Urban
Namibia,Male,26-35,Christianity,Urban
Namibia,Male,46-55,Christianity,Urban
Namibia,Female,36-45,Christianity,Urban
Namibia,Female,26-35,Christianity,Urban
Namibia,Female,26-35,Christianity,Urban
Namibia,Male,18-25,Christianity,Urban
Namibia,Male,18-25,Christianity,Urban
Namibia,Male,36-45,Christianity,Urban
Namibia,Male,26-35,Christianity,Urban
Namibia,Male,36-45,Christianity,Urban
Namibia,Female,36-45,Christianity,Urban
Namibia,Female,36-45,Christianity,Urban
Namibia,Male,46-55,Christianity,Urban
Namibia,Male,26-35,Christianity,Urban
Namibia,Male,36-45,Christianity,Urban
Namibia,Male,26-35,Christianity,Urban
Namibia,Female,26-35,Christianity,Urban
Namibia,Male,26-35,Christianity,Urban
Namibia,Male,26-35,Christianity,Urban
Namibia,Female,36-45,Christianity,Urban
Namibia,Female,18-25,Christianity,Urban
Namibia,Female,26-35,Christianity,Urban
Namibia,Male,36-45,Christianity,Urban
Namibia,Male,36-45,I do not identify with any religious group or faith,Urban
Namibia,Male,18-25,Christianity,Urban
Namibia,Female,46-55,Christianity,Urban
Namibia,Female,26-35,,Urban
Namibia,Female,26-35,Christianity,Urban
Namibia,Female,18-25,Christianity,Urban
Namibia,Male,18-25,Christianity,Rural
Namibia,Female,36-45,Christianity,Rural
Namibia,Male,18-25,Christianity,Rural
Namibia,Female,65+,Christianity,Rural
Namibia,Male,36-45,Christianity,Urban
Namibia,Female,26-35,Christianity,Urban
Namibia,Male,56-65,Christianity,Urban
Namibia,Female,26-35,Christianity,Urban
Namibia,Female,36-45,Christianity,Urban
Namibia,Female,18-25,Christianity,Urban
Namibia,Female,46-55,Christianity,Urban
Namibia,Female,36-45,Christianity,Urban
Namibia,Female,18-25,Christianity,Rural
Namibia,Male,56-65,Christianity,Rural
Namibia,Male,36-45,Christianity,Rural
Namibia,Male,26-35,Christianity,Rural
Namibia,Female,26-35,Christianity,Rural
Namibia,Female,56-65,Christianity,Rural
Namibia,Female,26-35,Christianity,Rural
Namibia,Male,46-55,Christianity,Rural
Namibia,Male,36-45,Christianity,Urban
Namibia,Female,46-55,Christianity,Urban
Namibia,Male,26-35,Christianity,Urban
Namibia,Male,36-45,Christianity,Urban
Namibia,Male,26-35,Christianity,Urban
Namibia,Female,46-55,Christianity,Urban
Namibia,Male,18-25,Christianity,Urban
Namibia,Male,18-25,Christianity,Urban
Namibia,Male,36-45,,Urban
Namibia,Female,36-45,Christianity,Urban
Namibia,Male,26-35,Christianity,Urban
Namibia,Male,26-35,Christianity,Urban
Namibia,Male,26-35,Christianity,Urban
Namibia,Female,26-35,Christianity,Urban
Namibia,Female,56-65,Other religious group,Rural
Namibia,Female,26-35,Christianity,Urban
Namibia,Male,18-25,Christianity,Rural
Namibia,Female,18-25,Christianity,Urban
Namibia,Female,46-55,Christianity,Urban
Namibia,Female,65+,Christianity,Rural
Namibia,Male,56-65,Christianity,Rural
Namibia,Male,18-25,Christianity,Urban
Namibia,Male,18-25,Christianity,Urban
Namibia,Female,18-25,Christianity,Urban
Namibia,Female,26-35,Christianity,Urban
Namibia,Male,26-35,Christianity,Urban
Namibia,Female,18-25,Christianity,Urban
Namibia,Male,26-35,Christianity,Urban
Namibia,Female,18-25,Christianity,Urban
Namibia,Male,26-35,Christianity,Urban
Namibia,Male,18-25,I do not identify with any religious group or faith,Urban
Namibia,Female,18-25,Christianity,Urban
Namibia,Female,18-25,I do not identify with any religious group or faith,Urban
Namibia,Male,18-25,Christianity,Urban
Namibia,Male,18-25,Christianity,Urban
Namibia,Female,18-25,Christianity,Urban
Namibia,Female,26-35,Christianity,Urban
Namibia,Female,18-25,Christianity,Urban
Namibia,Male,18-25,Christianity,Urban
Namibia,Male,18-25,Christianity,Urban
Namibia,Female,36-45,Christianity,Rural
Namibia,Female,18-25,Christianity,Urban
Namibia,Male,46-55,Christianity,Rural
Namibia,Male,18-25,Christianity,Rural
Namibia,Male,18-25,Christianity,Urban
Namibia,Female,56-65,Christianity,Rural
Namibia,Female,36-45,Christianity,Rural
Namibia,Female,18-25,Christianity,Urban
Namibia,Female,36-45,Christianity,Urban
Namibia,Male,26-35,Christianity,Rural
Namibia,Female,56-65,Christianity,Rural
Namibia,Male,26-35,Christianity,Urban
Namibia,Female,65+,,Rural
Namibia,Male,36-45,I do not identify with any religious group or faith,Urban
Namibia,Male,56-65,Christianity,Rural
Namibia,Female,36-45,Christianity,Rural
Namibia,Female,18-25,Christianity,Rural
Namibia,Male,46-55,Christianity,Urban
Namibia,Male,36-45,Christianity,Urban
Namibia,Female,36-45,Christianity,Urban
Namibia,Male,18-25,Christianity,Rural
Namibia,Female,26-35,Christianity,Rural
Namibia,Female,18-25,Christianity,Urban
Namibia,Male,56-65,Christianity,Rural
Namibia,Male,18-25,Christianity,Rural
Namibia,Male,56-65,Christianity,Rural
Namibia,Male,26-35,Christianity,Urban
Namibia,Female,18-25,Christianity,Urban
Namibia,Male,36-45,Christianity,Urban
Namibia,Female,18-25,Christianity,Urban
Namibia,Female,36-45,Christianity,Urban
Namibia,Female,18-25,Christianity,Urban
Namibia,Male,18-25,,Urban
Namibia,Female,18-25,Christianity,Urban
Namibia,Female,18-25,Christianity,Rural
Namibia,Male,26-35,Christianity,Rural
Namibia,Male,36-45,Christianity,Rural
Namibia,Female,26-35,Christianity,Rural
Namibia,Female,26-35,Christianity,Urban
Namibia,Female,18-25,Christianity,Urban
Namibia,Male,18-25,Christianity,Urban
Namibia,Male,36-45,Christianity,Urban
Namibia,Male,36-45,Christianity,Urban
Namibia,Male,18-25,Christianity,Urban
Namibia,Female,26-35,,Urban
Namibia,Male,18-25,Christianity,Rural
Namibia,Female,18-25,Christianity,Rural
Namibia,Female,26-35,Christianity,Rural
Namibia,Female,26-35,Christianity,Urban
Namibia,Male,26-35,Christianity,Rural
Namibia,Male,18-25,Christianity,Urban
Namibia,Female,18-25,Christianity,Rural
Namibia,Female,56-65,Christianity,Rural
Namibia,Female,36-45,Christianity,Rural
Namibia,Female,65+,Christianity,Rural
Namibia,Male,26-35,Christianity,Rural
Namibia,Female,56-65,Christianity,Rural
Namibia,Male,36-45,Christianity,Rural
Namibia,Male,36-45,Christianity,Rural
Namibia,Female,18-25,Christianity,Urban
Namibia,Female,26-35,Christianity,Urban
Namibia,Female,36-45,Christianity,Urban
Namibia,Male,46-55,Christianity,Urban
Namibia,Female,26-35,Christianity,Urban
Namibia,Female,36-45,Christianity,Rural
Namibia,Male,18-25,Christianity,Urban
Namibia,Male,26-35,Christianity,Rural
Namibia,Male,26-35,Christianity,Urban
Namibia,Female,18-25,Christianity,Urban
Namibia,Male,18-25,Christianity,Urban
Namibia,Female,26-35,I do not identify with any religious group or faith,Urban
Namibia,Male,36-45,Christianity,Rural
Namibia,Female,46-55,Christianity,Rural
Namibia,Male,18-25,Christianity,Rural
Namibia,Male,26-35,Christianity,Rural
Namibia,Female,65+,Christianity,Rural
Namibia,Male,18-25,Christianity,Rural
Namibia,Male,36-45,Christianity,Urban
Namibia,Male,18-25,Christianity,Urban
Namibia,Female,26-35,Christianity,Urban
Namibia,Male,36-45,Christianity,Urban
Namibia,Female,26-35,Christianity,Urban
Namibia,Female,36-45,Christianity,Urban
Namibia,Female,18-25,Christianity,Urban
Namibia,Male,26-35,Christianity,Urban
Namibia,Female,18-25,Christianity,Urban
Namibia,Male,26-35,Christianity,Urban
Namibia,Male,26-35,Christianity,Urban
Namibia,Male,46-55,Christianity,Urban
Namibia,Male,18-25,Christianity,Urban
Namibia,Female,26-35,Christianity,Urban
Namibia,Female,26-35,Christianity,Urban
Namibia,Male,46-55,Christianity,Urban
Namibia,Female,36-45,Christianity,Urban
Namibia,Female,26-35,Christianity,Urban
Namibia,Female,46-55,Christianity,Urban
Namibia,Male,18-25,Christianity,Urban
Namibia,Female,36-45,Christianity,Urban
Namibia,Male,36-45,Christianity,Urban
Namibia,Male,18-25,Christianity,Urban
Namibia,Female,36-45,Christianity,Urban
Namibia,Male,36-45,Christianity,Urban
Namibia,Male,26-35,Christianity,Rural
Namibia,Female,46-55,Christianity,Urban
Namibia,Male,56-65,Christianity,Rural
Namibia,Female,46-55,Christianity,Rural
Namibia,Male,46-55,Christianity,Urban
Namibia,Female,36-45,Christianity,Rural
Namibia,Female,56-65,Christianity,Urban
Namibia,Male,18-25,Christianity,Urban
Namibia,Female,18-25,I do not identify with any religious group or faith,Urban
Namibia,Female,18-25,Christianity,Urban
Namibia,Female,26-35,Christianity,Urban
Namibia,Male,26-35,Christianity,Urban
Namibia,Male,18-25,Christianity,Urban
Namibia,Male,26-35,Christianity,Urban
Namibia,Male,36-45,Christianity,Urban
Namibia,Female,18-25,Christianity,Urban
Namibia,Female,26-35,Christianity,Urban
Namibia,Female,36-45,Christianity,Urban
Namibia,Male,26-35,Christianity,Urban
Namibia,Female,26-35,Christianity,Urban
Namibia,Male,56-65,Christianity,Rural
Namibia,Female,26-35,Christianity,Urban
Namibia,Male,26-35,Christianity,Urban
Namibia,Male,26-35,Christianity,Urban
Namibia,Female,36-45,Christianity,Urban
Namibia,Male,26-35,Christianity,Urban
Namibia,Male,18-25,Christianity,Urban
Namibia,Male,46-55,Christianity,Urban
Namibia,Female,65+,Christianity,Rural
Namibia,Male,46-55,Christianity,Rural
Namibia,Female,26-35,Christianity,Rural
Namibia,Female,36-45,Christianity,Urban
Namibia,Female,18-25,Christianity,Urban
Namibia,Male,36-45,Christianity,Urban
Namibia,Female,18-25,Christianity,Urban
Namibia,Female,26-35,Christianity,Urban
Namibia,Male,36-45,Christianity,Urban
Namibia,Male,26-35,Christianity,Urban
Namibia,Male,36-45,Christianity,Urban
Namibia,Male,46-55,Christianity,Urban
Namibia,Female,26-35,Christianity,Urban
Namibia,Male,65+,I do not identify with any religious group or faith,Rural
Namibia,Male,26-35,Christianity,Rural
Namibia,Female,26-35,Christianity,Urban
Namibia,Female,36-45,Christianity,Rural
Namibia,Female,36-45,Christianity,Urban
Namibia,Male,18-25,Christianity,Rural
Namibia,Female,46-55,Christianity,Urban
Namibia,Female,36-45,Christianity,Rural
Namibia,Female,36-45,Christianity,Rural
Namibia,Male,36-45,Christianity,Urban
Namibia,Female,18-25,Christianity,Rural
Namibia,Male,18-25,Christianity,Rural
Namibia,Male,26-35,Christianity,Rural
Namibia,Female,36-45,Christianity,Rural
Namibia,Male,56-65,Christianity,Rural
Namibia,Male,56-65,Christianity,Urban
Namibia,Male,18-25,Christianity,Urban
Namibia,Female,18-25,Christianity,Rural
Namibia,Female,26-35,Christianity,Rural
Namibia,Male,56-65,Christianity,Rural
Namibia,Male,26-35,Christianity,Rural
Namibia,Male,46-55,,Rural
Namibia,Male,18-25,I do not identify with any religious group or faith,Urban
Namibia,Female,18-25,Christianity,Urban
Namibia,Female,36-45,Christianity,Urban
Namibia,Male,18-25,Christianity,Urban
Namibia,Female,46-55,Christianity,Urban
Namibia,Female,26-35,Christianity,Urban
Namibia,Male,26-35,Christianity,Urban
Namibia,Male,36-45,Christianity,Urban
Namibia,Female,18-25,Christianity,Rural
Namibia,Male,26-35,Christianity,Rural
Namibia,Female,65+,Christianity,Rural
Namibia,Male,65+,Christianity,Rural
Namibia,Male,56-65,Christianity,Rural
Namibia,Female,56-65,Christianity,Rural
Namibia,Male,18-25,Christianity,Rural
Namibia,Male,36-45,Christianity,Rural
Namibia,Female,65+,Christianity,Rural
Namibia,Male,26-35,Christianity,Rural
Namibia,Male,36-45,Christianity,Rural
Namibia,Female,18-25,Christianity,Rural
Namibia,Female,36-45,Christianity,Rural
Namibia,Female,65+,Christianity,Rural
Namibia,Male,26-35,Christianity,Rural
Namibia,Male,46-55,Christianity,Rural
Namibia,Female,18-25,Christianity,Rural
Namibia,Female,36-45,Christianity,Rural
Namibia,Female,26-35,Christianity,Urban
Namibia,Female,36-45,Christianity,Rural
Namibia,Male,46-55,Christianity,Urban
Namibia,Female,18-25,Christianity,Urban
Namibia,Female,18-25,Christianity,Rural
Namibia,Male,46-55,Christianity,Urban
Namibia,Male,46-55,Christianity,Rural
Namibia,Female,36-45,Christianity,Rural
Namibia,Male,26-35,Christianity,Rural
Namibia,Male,26-35,Christianity,Rural
Namibia,Male,46-55,Christianity,Rural
Namibia,Female,26-35,Christianity,Rural
Namibia,Male,18-25,I do not identify with any religious group or faith,Urban
Namibia,Female,36-45,Christianity,Rural
Namibia,Female,26-35,Christianity,Urban
Namibia,Male,36-45,Christianity,Urban
Namibia,Female,26-35,Christianity,Urban
Namibia,Male,18-25,Christianity,Rural
Namibia,Male,46-55,Christianity,Rural
Namibia,Female,18-25,Christianity,Rural
Namibia,Male,26-35,Christianity,Urban
Namibia,Female,26-35,Christianity,Urban
Namibia,Female,18-25,Christianity,Urban
Namibia,Male,18-25,Christianity,Urban
Namibia,Female,26-35,Christianity,Rural
Namibia,Male,36-45,Christianity,Rural
Namibia,Female,36-45,Christianity,Urban
Namibia,Male,36-45,Christianity,Urban
Namibia,Male,18-25,Christianity,Rural
Namibia,Female,26-35,Christianity,Rural
Namibia,Male,36-45,Christianity,Rural
Namibia,Female,18-25,Christianity,Urban
Namibia,Male,46-55,Christianity,Urban
Namibia,Female,18-25,Christianity,Rural
Namibia,Male,26-35,Christianity,Rural
Namibia,Male,56-65,Christianity,Rural
Namibia,Female,56-65,Christianity,Rural
Namibia,Male,36-45,Christianity,Urban
Namibia,Female,36-45,Christianity,Urban
Namibia,Female,36-45,Christianity,Urban
Namibia,Female,36-45,Christianity,Rural
Namibia,Male,18-25,Christianity,Urban
Namibia,Female,18-25,Christianity,Rural
Namibia,Female,18-25,Christianity,Rural
Namibia,Female,18-25,Christianity,Rural
Namibia,Male,65+,Christianity,Rural
Namibia,Female,26-35,Christianity,Rural
Namibia,Male,36-45,Christianity,Rural
Namibia,Female,65+,Christianity,Rural
Namibia,Male,36-45,Christianity,Urban
Namibia,Male,26-35,I do not identify with any religious group or faith,Urban
Namibia,Male,26-35,Christianity,Rural
Namibia,Male,36-45,I do not identify with any religious group or faith,Urban
Namibia,Female,26-35,Christianity,Urban
Namibia,Female,36-45,Christianity,Urban
Namibia,Female,46-55,Christianity,Rural
Namibia,Male,18-25,Christianity,Rural
Namibia,Male,46-55,Christianity,Urban
Namibia,Female,18-25,Christianity,Urban
Namibia,Female,18-25,Christianity,Urban
Namibia,Male,18-25,Christianity,Urban
Namibia,Male,18-25,Christianity,Rural
Namibia,Female,56-65,Christianity,Rural
Namibia,Female,26-35,Christianity,Urban
Namibia,Male,36-45,Christianity,Rural
Namibia,Female,46-55,Christianity,Urban
Namibia,Male,36-45,Christianity,Rural
Namibia,Male,46-55,Christianity,Rural
Namibia,Female,56-65,Christianity,Urban
Namibia,Female,18-25,Christianity,Rural
Namibia,Male,46-55,Christianity,Urban
Namibia,Female,46-55,Christianity,Urban
Namibia,Male,26-35,Christianity,Urban
Namibia,Female,18-25,Christianity,Urban
Namibia,Male,46-55,Christianity,Urban
Namibia,Female,18-25,Christianity,Urban
Namibia,Male,36-45,Christianity,Urban
Namibia,Male,26-35,Christianity,Urban
Namibia,Male,56-65,Christianity,Rural
Namibia,Male,56-65,Other religious group,Rural
Namibia,Female,56-65,Christianity,Rural
Namibia,Female,18-25,Christianity,Urban
Namibia,Female,26-35,Christianity,Rural
Namibia,Male,18-25,Christianity,Urban
Namibia,Female,26-35,Christianity,Urban
Namibia,Male,26-35,Christianity,Urban
Namibia,Female,36-45,Christianity,Rural
Namibia,Female,56-65,Christianity,Rural
Namibia,Male,46-55,Christianity,Rural
Namibia,Male,26-35,Christianity,Urban
Namibia,Female,46-55,Christianity,Urban
Namibia,Male,26-35,Christianity,Urban
Namibia,Female,26-35,Christianity,Urban
Namibia,Male,26-35,Christianity,Urban
Namibia,Male,26-35,Christianity,Urban
Namibia,Female,46-55,Christianity,Rural
Namibia,Female,46-55,Christianity,Rural
Namibia,Female,36-45,Christianity,Urban
Namibia,Male,36-45,Christianity,Rural
Namibia,Male,36-45,Christianity,Rural
Namibia,Male,36-45,Christianity,Rural
Namibia,Female,26-35,Christianity,Urban
Namibia,Male,26-35,Christianity,Rural
Namibia,Female,46-55,Christianity,Rural
Namibia,Female,36-45,Christianity,Rural
Namibia,Female,56-65,Christianity,Rural
Namibia,Male,26-35,Christianity,Urban
Namibia,Female,56-65,Christianity,Urban
Namibia,Female,18-25,Christianity,Urban
Namibia,Female,56-65,Christianity,Urban
Namibia,Female,26-35,Christianity,Rural
Namibia,Male,65+,Christianity,Rural
Namibia,Female,46-55,Christianity,Rural
Namibia,Male,36-45,Christianity,Rural
Namibia,Male,26-35,Christianity,Rural
Namibia,Male,56-65,Christianity,Rural
Namibia,Female,36-45,Christianity,Rural
Namibia,Male,36-45,Christianity,Rural
Namibia,Female,36-45,Christianity,Rural
Namibia,Female,56-65,Christianity,Rural
Namibia,Male,18-25,Christianity,Rural
Namibia,Female,18-25,Christianity,Rural
Namibia,Male,56-65,Christianity,Rural
Namibia,Male,18-25,Christianity,Rural
Namibia,Female,26-35,Christianity,Rural
Namibia,Male,26-35,Christianity,Rural
Namibia,Female,18-25,Christianity,Rural
Namibia,Male,36-45,Christianity,Rural
Namibia,Female,26-35,Christianity,Rural
Namibia,Male,26-35,Christianity,Rural
Namibia,Female,36-45,Christianity,Rural
Namibia,Female,26-35,Christianity,Rural
Namibia,Male,36-45,Christianity,Rural
Namibia,Male,65+,,Rural
Namibia,Male,36-45,,Rural
Namibia,Male,56-65,Christianity,Urban
Namibia,Male,18-25,Christianity,Rural
Namibia,Male,18-25,Christianity,Rural
Namibia,Female,18-25,Christianity,Urban
Namibia,Female,26-35,Other religious group,Rural
Namibia,Female,18-25,Christianity,Rural
Namibia,Female,18-25,Christianity,Rural
Namibia,Female,18-25,Christianity,Rural
Namibia,Male,36-45,I do not identify with any religious group or faith,Urban
Namibia,Male,36-45,,Urban
Namibia,Male,18-25,Christianity,Rural
Namibia,Female,36-45,Christianity,Urban
Namibia,Female,26-35,Christianity,Rural
Namibia,Female,36-45,Christianity,Rural
Namibia,Male,26-35,Christianity,Rural
Namibia,Male,26-35,Christianity,Rural
Namibia,Female,26-35,Christianity,Urban
Namibia,Female,46-55,Christianity,Urban
Namibia,Male,36-45,Christianity,Urban
Namibia,Male,26-35,Other religious group,Rural
Namibia,Male,18-25,Christianity,Rural
Namibia,Female,46-55,Christianity,Rural
Namibia,Female,26-35,Christianity,Rural
Namibia,Female,36-45,Christianity,Rural
Namibia,Male,18-25,Christianity,Rural
Namibia,Male,18-25,Christianity,Rural
Namibia,Female,36-45,Other religious group,Rural
Namibia,Male,26-35,Christianity,Rural
Namibia,Female,26-35,Christianity,Rural
Namibia,Female,26-35,Christianity,Rural
Namibia,Female,56-65,Christianity,Rural
Namibia,Female,56-65,Christianity,Rural
Namibia,Male,36-45,Christianity,Rural
Namibia,Female,36-45,Christianity,Rural
Namibia,Female,26-35,Other religious group,Rural
Namibia,Male,36-45,Christianity,Rural
Namibia,Female,18-25,Christianity,Rural
Namibia,Female,46-55,Christianity,Rural
Namibia,Female,26-35,Christianity,Rural
Namibia,Female,36-45,Christianity,Urban
Namibia,Male,65+,Christianity,Rural
Namibia,Male,26-35,I do not identify with any religious group or faith,Rural
Namibia,Male,26-35,Christianity,Urban
Namibia,Male,36-45,Christianity,Urban
Namibia,Female,36-45,Christianity,Urban
Namibia,Male,56-65,Christianity,Rural
Namibia,Male,46-55,Christianity,Rural
Namibia,Male,26-35,Christianity,Rural
Namibia,Male,26-35,Christianity,Rural
Namibia,Male,26-35,Other religious group,Rural
Namibia,Female,46-55,Christianity,Rural
Namibia,Male,18-25,Christianity,Rural
Namibia,Female,26-35,Christianity,Rural
Namibia,Female,36-45,Christianity,Rural
Namibia,Female,18-25,Christianity,Urban
Namibia,Male,36-45,Christianity,Urban
Namibia,Female,18-25,Christianity,Urban
Namibia,Male,36-45,Christianity,Urban
Namibia,Female,18-25,Other religious group,Rural
Namibia,Male,46-55,Christianity,Rural
Namibia,Male,26-35,Christianity,Rural
Namibia,Male,18-25,Christianity,Rural
Namibia,Female,56-65,Christianity,Rural
Namibia,Female,56-65,Christianity,Rural
Namibia,Male,36-45,Christianity,Rural
Namibia,Male,26-35,Christianity,Rural
Namibia,Female,18-25,Christianity,Rural
Namibia,Female,26-35,Christianity,Rural
Namibia,Male,26-35,Christianity,Rural
Namibia,Female,26-35,Christianity,Rural
Namibia,Male,18-25,Christianity,Rural
Namibia,Male,36-45,Christianity,Urban
Namibia,Male,18-25,Christianity,Urban
Namibia,Female,36-45,Christianity,Urban
Namibia,Male,26-35,Christianity,Rural
Namibia,Female,36-45,Christianity,Urban
Namibia,Female,56-65,Christianity,Rural
Namibia,Male,36-45,Christianity,Rural
Namibia,Female,26-35,Christianity,Rural
Namibia,Female,26-35,Christianity,Urban
Namibia,Male,26-35,Christianity,Urban
Namibia,Male,26-35,Christianity,Urban
Namibia,Female,26-35,,Rural
Namibia,Female,36-45,Christianity,Urban
Namibia,Male,56-65,Christianity,Rural
Namibia,Male,36-45,Christianity,Rural
Namibia,Female,46-55,Christianity,Rural
Namibia,Female,36-45,Christianity,Rural
Namibia,Female,46-55,Christianity,Rural
Namibia,Male,26-35,Christianity,Rural
Namibia,Male,26-35,Christianity,Rural
Namibia,Female,36-45,Christianity,Urban
Namibia,Female,46-55,Christianity,Urban
Namibia,Male,46-55,Christianity,Urban
Namibia,Female,18-25,Christianity,Urban
Namibia,Female,26-35,Christianity,Rural
Namibia,Female,36-45,Other religious group,Rural
Namibia,Male,18-25,Christianity,Rural
Namibia,Male,18-25,Christianity,Rural
Namibia,Male,18-25,Christianity,Rural
Namibia,Male,18-25,Christianity,Urban
Namibia,Female,26-35,Christianity,Rural
Namibia,Female,26-35,Christianity,Rural
Namibia,Male,18-25,Christianity,Urban
Namibia,Male,26-35,Christianity,Rural
Namibia,Male,46-55,Christianity,Urban
Namibia,Female,26-35,Other religious group,Rural
Namibia,Female,26-35,Christianity,Urban
Namibia,Male,46-55,Christianity,Rural
Namibia,Male,18-25,Christianity,Rural
Namibia,Male,26-35,Christianity,Rural
Namibia,Male,36-45,Christianity,Rural
Namibia,Female,26-35,Christianity,Rural
Namibia,Male,18-25,Christianity,Rural
Namibia,Male,18-25,Christianity,Rural
Namibia,Female,56-65,Christianity,Rural
Namibia,Male,26-35,Christianity,Rural
Namibia,Female,26-35,Christianity,Rural
Namibia,Female,36-45,Christianity,Rural
Namibia,Female,26-35,Christianity,Rural
Namibia,Female,26-35,Christianity,Urban
Namibia,Female,26-35,Christianity,Urban
Namibia,Male,36-45,Christianity,Urban
Namibia,Male,65+,Christianity,Rural
Namibia,Male,36-45,Christianity,Rural
Namibia,Male,26-35,Christianity,Urban
Namibia,Male,36-45,Christianity,Rural
Namibia,Female,36-45,Christianity,Rural
Namibia,Female,26-35,Christianity,Rural
Namibia,Female,56-65,Christianity,Rural
Namibia,Male,56-65,Christianity,Rural
Namibia,Female,36-45,Christianity,Rural
Namibia,Female,36-45,Christianity,Urban
Namibia,Male,46-55,Christianity,Urban
Namibia,Male,46-55,Christianity,Rural
Namibia,Female,65+,Christianity,Rural
Namibia,Male,36-45,Christianity,Urban
Namibia,Female,18-25,Christianity,Urban
Namibia,Female,56-65,Other religious group,Rural
Namibia,Male,26-35,Christianity,Rural
Namibia,Female,65+,Other religious group,Rural
Namibia,Female,65+,Christianity,Rural
Namibia,Male,26-35,Christianity,Rural
Namibia,Male,26-35,Christianity,Rural
Namibia,Male,56-65,Christianity,Rural
Namibia,Female,56-65,Christianity,Rural
Namibia,Male,65+,Christianity,Rural
Namibia,Female,36-45,Christianity,Rural
Namibia,Female,65+,Christianity,Rural
Namibia,Male,18-25,Christianity,Rural
Namibia,Female,56-65,Christianity,Rural
Namibia,Female,18-25,Christianity,Urban
Namibia,Female,18-25,Christianity,Urban
Namibia,Female,26-35,Christianity,Urban
Namibia,Female,26-35,Christianity,Rural
Namibia,Male,46-55,Christianity,Rural
Namibia,Female,46-55,Christianity,Rural
Namibia,Female,36-45,Christianity,Urban
Namibia,Male,18-25,Christianity,Rural
Namibia,Male,18-25,Christianity,Rural
Namibia,Male,18-25,Christianity,Rural
Namibia,Male,26-35,Christianity,Urban
Namibia,Male,46-55,Christianity,Urban
Namibia,Female,36-45,Christianity,Rural
Namibia,Male,56-65,Christianity,Urban
Namibia,Male,26-35,Christianity,Urban
Namibia,Female,46-55,Christianity,Urban
Namibia,Female,46-55,Christianity,Urban
Namibia,Male,26-35,Christianity,Urban
Namibia,Female,26-35,Christianity,Urban
Namibia,Male,46-55,Christianity,Urban
Namibia,Female,26-35,Christianity,Urban
Namibia,Female,26-35,Christianity,Urban
Namibia,Male,46-55,I do not identify with any religious group or faith,Urban
Namibia,Male,18-25,Christianity,Urban
Namibia,Female,18-25,Christianity,Urban
Namibia,Female,26-35,Christianity,Urban
Namibia,Male,46-55,Christianity,Rural
Namibia,Male,46-55,Christianity,Rural
Namibia,Male,26-35,Christianity,Urban
Namibia,Female,26-35,Christianity,Rural
Namibia,Female,18-25,Christianity,Rural
Namibia,Male,56-65,Christianity,Urban
Namibia,Female,18-25,Christianity,Urban
Namibia,Male,26-35,Christianity,Urban
Namibia,Female,46-55,Christianity,Rural
Namibia,Male,18-25,Christianity,Rural
Namibia,Female,36-45,Christianity,Rural
Namibia,Male,26-35,Christianity,Rural
Namibia,Male,56-65,Christianity,Urban
Namibia,Male,36-45,Christianity,Rural
Namibia,Female,65+,Christianity,Rural
Namibia,Male,18-25,Christianity,Rural
Namibia,Male,26-35,I do not identify with any religious group or faith,Urban
Namibia,Female,26-35,Christianity,Rural
Namibia,Male,36-45,Christianity,Urban
Namibia,Female,18-25,Christianity,Urban
Namibia,Female,18-25,Christianity,Urban
Namibia,Male,26-35,Christianity,Rural
Namibia,Male,36-45,Christianity,Rural
Namibia,Female,56-65,Christianity,Rural
Namibia,Female,18-25,Christianity,Rural
Namibia,Female,36-45,Christianity,Rural
Namibia,Male,65+,Christianity,Rural
Namibia,Male,18-25,Christianity,Rural
Namibia,Female,36-45,Christianity,Urban
Namibia,Female,18-25,Christianity,Urban
Namibia,Female,18-25,Other religious group,Urban
Namibia,Female,18-25,Christianity,Rural
Namibia,Female,56-65,Christianity,Rural
Namibia,Male,26-35,Christianity,Urban
