participant_id,age,gender,environment,religion,country,age_group
a9468c44-5e1d-4de7-9e55-f32f40886571,36-45,Female,Urban,Islam,Turkey,36-45
3a48aa43-a28d-4b81-a23d-5f5552c3f0be,65+,Male,Urban,Christianity,United States,65+
bd5c02c9-9eae-4fc4-9e5c-e13281bbb2f2,26-35,Female,Urban,Christianity,Chile,26-35
8b32e02b-2074-415e-8621-743941721b19,18-25,Male,Rural,Christianity,United States,18-25
cd35bffe-712b-4e94-b069-458b4e37897e,18-25,Male,Urban,Christianity,Kenya,18-25
fda10e99-e940-4646-ba4a-94f66c657fe9,26-35,Male,Urban,Christianity,Kenya,26-35
ea8c230f-ae54-43f5-a4fc-9de14927589f,46-55,Male,Urban,Buddhism,United States,46-55
a7d61bca-fffb-4d78-b75e-9c2b3ec1305d,18-25,Male,Urban,Christianity,Kenya,18-25
e93d6ab3-cbda-4fde-913e-d68472daa461,26-35,Male,Urban,Christianity,Kenya,26-35
1432e79a-2743-44a2-b5eb-0cdb37c589e8,26-35,Male,Urban,Hinduism,India,26-35
4e653701-8b9c-4633-8f8f-61cc47bdd540,26-35,Male,Urban,Christianity,Kenya,26-35
f982d37b-12b2-49a6-b770-1b7a8ccb2691,18-25,Female,Urban,Hinduism,India,18-25
5eb1e5f8-6b5c-4e81-85fb-9a11b35039e5,26-35,Male,Urban,I do not identify with any religious group or faith,Ukraine,26-35
f37c41ce-9a4c-4454-85e3-e6470e538f6c,18-25,Male,Urban,Hinduism,India,18-25
52c3d1cd-acaf-48c3-aeee-b7e28fe45b8f,46-55,Female,Urban,Christianity,Chile,46-55
3e24c25a-edee-4f7f-a597-04b2f23a7d42,36-45,Male,Rural,Christianity,Greece,36-45
1ccb0207-9579-4858-b3a9-ac5a4ae1e122,26-35,Male,Urban,I do not identify with any religious group or faith,Turkey,26-35
5b8fc9d8-68ba-40cb-85a7-a7e344cf6a5a,18-25,Male,Urban,I do not identify with any religious group or faith,Bangladesh,18-25
e51e1c09-8f79-47ab-bf1a-7e06603aa07d,18-25,Male,Urban,Christianity,Kenya,18-25
0bc7d54a-53a2-4653-90f7-70b51d881fe1,18-25,Female,Urban,I do not identify with any religious group or faith,Chile,18-25
e51c2ac1-c2f2-40cc-aafa-823691bbae27,18-25,Female,Urban,I do not identify with any religious group or faith,United Kingdom,18-25
6c25356d-630a-412f-ae71-0bb4a5c8a83a,26-35,Female,Urban,I do not identify with any religious group or faith,China,26-35
9f05a131-cd01-439c-a9c2-7365a69c600f,26-35,Male,Urban,I do not identify with any religious group or faith,China,26-35
b130fdb3-12c3-4397-b4e9-f769ca049d97,46-55,Male,Urban,Christianity,United States,46-55
acb8f613-65b6-47b0-a244-aed27970fa38,18-25,Male,Urban,Christianity,Kenya,18-25
142bac43-e829-4e3a-bd3f-172a5c1f1b43,36-45,Male,Urban,I do not identify with any religious group or faith,China,36-45
85bb85a2-468c-4323-87a8-2fa859d5d55b,26-35,Male,Urban,Buddhism,Slovakia,26-35
b382d1b0-a1b8-4d55-a4cd-f1cb671152d6,65+,Male,Rural,I do not identify with any religious group or faith,United States,65+
225cb675-b52d-4ea0-8f35-ebfe8bba9fa1,26-35,Male,Urban,Islam,Turkey,26-35
90b01ee8-c388-48c8-b5da-1998306bc998,46-55,Male,Urban,Islam,Germany,46-55
0e17058d-8fe2-4ed2-8d4f-f8a80313904a,26-35,Female,Urban,I do not identify with any religious group or faith,United States,26-35
ea0f553b-fbad-4a75-84e9-c55af42e6af2,36-45,Male,Urban,Christianity,Kenya,36-45
06ac4b26-b3a7-44e5-ba95-be939874cdd3,36-45,Male,Urban,Christianity,United States,36-45
196cf193-cc81-4d06-bf9b-d06047d70bb0,46-55,Female,Urban,Christianity,United States,46-55
c68ea86e-8721-4352-b89f-5e01cb9eca74,36-45,Male,Urban,I do not identify with any religious group or faith,United States,36-45
1047de64-3bfe-4cee-907d-7301161fbb8a,26-35,Male,Urban,Islam,Morocco,26-35
ce07fb66-df59-43e4-a617-c3bd2f530932,26-35,Male,Urban,I do not identify with any religious group or faith,Slovakia,26-35
65541f4e-9128-4220-bcfb-7b7322dcd1d3,46-55,Male,Urban,I do not identify with any religious group or faith,United States,46-55
5e9f766b-8955-42c6-bc2a-ac214c8b3745,18-25,Female,Urban,Christianity,Chile,18-25
36a0a329-16c0-4389-9c39-9ccdb5a74ff0,18-25,Male,Urban,Christianity,Kenya,18-25
dc441560-abbb-43d0-8eb5-89749695f191,36-45,Female,Urban,Buddhism,United States,36-45
84ba41a2-6d2b-465e-aac1-597feee9b2f0,26-35,Male,Urban,Christianity,Israel,26-35
a68ebbec-a4d6-4ab3-9caa-bd805a2f0fec,26-35,Female,Urban,I do not identify with any religious group or faith,Chile,26-35
fc4189d9-f0cd-4396-a844-9c0931adaa21,18-25,Female,Urban,Buddhism,Brazil,18-25
f5c372b6-6518-456f-973c-e3c30f69e6fb,18-25,Male,Urban,Islam,Malaysia,18-25
d68d7f16-1caf-4ffd-92b3-bb850c358244,46-55,Male,Urban,Christianity,France,46-55
f3b35b85-7721-475d-872b-5c045ecf4c63,36-45,Male,Urban,Judaism,Israel,36-45
901867a8-1bab-4e12-af6c-8f36ad4ca8e1,26-35,Female,Urban,Christianity,Chile,26-35
24ab85e3-4979-4b78-a8da-c39be93c6cf6,26-35,Female,Urban,Islam,Uzbekistan,26-35
a7c3c5ca-5493-487e-aeb5-15fb5b16dcfd,36-45,Female,Urban,I do not identify with any religious group or faith,Canada,36-45
82b85ccb-7e6b-4ba3-b21f-26ea1e762e5b,46-55,Male,Urban,Christianity,United States,46-55
4bafe4b1-a32b-4a1f-bc2f-44246152661e,18-25,Female,Urban,I do not identify with any religious group or faith,Russian Federation,18-25
55e31d25-77e3-4f04-969c-9b54662e980a,26-35,Female,Urban,Islam,Pakistan,26-35
f2662798-d139-4970-9e21-bedbca30cb9a,26-35,Male,Urban,Islam,Saudi Arabia,26-35
9b7e1ae3-757a-4e2c-a461-4dcdcb2e9cae,46-55,Female,Urban,Christianity,Canada,46-55
fa4b5dcb-ac9b-4836-8965-9e460eed42b3,36-45,Male,Urban,I do not identify with any religious group or faith,Brazil,36-45
a7aceee5-7c48-4622-bebe-4925cd8478c8,26-35,Female,Rural,Islam,Angola,26-35
cc3c2d73-9c26-407c-b2eb-2a6c7f284781,26-35,Female,Urban,I do not identify with any religious group or faith,Chile,26-35
4e7a5c51-5a98-4d63-9df9-39195ae85fe1,18-25,Female,Urban,Islam,Palestine,18-25
4eb0498c-4b03-4818-a582-9e27124a8f89,46-55,Male,Urban,Christianity,United States,46-55
05d03374-50d7-4064-9a41-d84ce077f53e,26-35,Female,Urban,Islam,Pakistan,26-35
54fcf3e1-e0ca-48cc-b054-d00c9fd78dce,18-25,Female,Urban,Judaism,Israel,18-25
e0f67680-af45-43b8-b8a4-ba4fd3918548,46-55,Male,Urban,I do not identify with any religious group or faith,Belgium,46-55
43e3955a-f2a1-4eac-819e-2d9239293b11,18-25,Male,Urban,Christianity,Brazil,18-25
937e6015-9c77-40d9-815f-9b0a51a25d02,26-35,Female,Urban,I do not identify with any religious group or faith,Chile,26-35
de645e3a-c1bb-47a7-8388-ff46f1f491d6,18-25,Male,Urban,Christianity,Kenya,18-25
08704f76-029a-4da3-badb-59e99d032ff8,26-35,Female,Rural,Islam,Algeria,26-35
9a1f8dbd-5d20-41ce-bf30-f93878ba7a00,18-25,Female,Urban,I do not identify with any religious group or faith,Slovakia,18-25
1f76857f-f0cb-4c84-8d0e-ebebfd50a3bc,26-35,Male,Urban,Christianity,Kenya,26-35
891f8a31-f910-4e34-b90a-5606f38b1680,36-45,Female,Rural,Other religious group,Trinidad & Tobago,36-45
f412b0f7-d388-455b-9e4c-0233358dbcc7,18-25,Female,Urban,Christianity,Kenya,18-25
41db4607-b9b2-455a-aa28-86e0bcff4e56,18-25,Male,Urban,I do not identify with any religious group or faith,Canada,18-25
ae98cbaa-092f-463d-8a40-0ef2dc0ac3f8,26-35,Male,Urban,Christianity,Brazil,26-35
ff153957-f8eb-4eaa-b8fd-92f56baf4693,18-25,Female,Urban,Christianity,Chile,18-25
00c2e131-11df-42ee-ab29-cd53cc7a9815,18-25,Female,Urban,I do not identify with any religious group or faith,Israel,18-25
ff2e66bf-9983-4216-ad7b-3cf2b461a132,36-45,Male,Urban,Hinduism,India,36-45
4fdfb61f-20e5-4059-a768-303662ae4b12,26-35,Female,Urban,Christianity,Nigeria,26-35
6075a80f-a03e-41f3-8f63-d19014669269,26-35,Male,Rural,Islam,Palestine,26-35
de9cd490-a7b9-4fd1-9b01-aba8e9b9c1b6,36-45,Male,Urban,Islam,Bangladesh,36-45
4c18ad34-71c2-470f-bd58-1e11ccf6aa5d,36-45,Male,Urban,Christianity,Kenya,36-45
5bebfc57-db20-4b1e-b9ae-1bb4e058a299,18-25,Male,Urban,Christianity,Brazil,18-25
ecc5d7c7-5e10-4e31-b771-bfd9d9de7e8c,36-45,Female,Urban,Hinduism,Australia,36-45
9d45f43d-7ea4-481e-9609-5b1225f55819,26-35,Female,Urban,I do not identify with any religious group or faith,United Kingdom,26-35
84bdc28a-39a9-4264-89db-381c34a32d1c,26-35,Male,Urban,Buddhism,United Kingdom,26-35
ccac8f90-9b6a-49cb-b7cd-554c1dedb9a3,18-25,Female,Urban,Judaism,Israel,18-25
2633971e-9781-4ac2-950d-942c54ff3c47,26-35,Female,Urban,Christianity,Chile,26-35
13bd18d5-477a-4894-8b8c-a2fa4166bf6c,26-35,Male,Urban,Other religious group,Brazil,26-35
f6c30f15-f4ab-4259-8249-6b0fabeed337,26-35,Female,Urban,Christianity,Russian Federation,26-35
d00534bb-963c-46f0-b280-9b235a35cd83,46-55,Male,Urban,I do not identify with any religious group or faith,United States,46-55
231f5fc4-daa2-4292-aa55-71f31ec1d347,26-35,Female,Urban,Islam,Pakistan,26-35
0f0beeb4-63f3-465b-bd9d-5a973fbc7fb9,26-35,Male,Urban,Islam,Pakistan,26-35
45871735-3a28-4e97-9c6a-f247032d42fc,26-35,Male,Urban,I do not identify with any religious group or faith,United Kingdom,26-35
5b6c6d61-3cf8-4392-a29a-d5b0c32d05a7,18-25,Male,Urban,Christianity,Kenya,18-25
55bbbc6a-d471-476d-b9dd-ad8d82ebfb53,26-35,Female,Urban,Christianity,Australia,26-35
f74089d0-f67c-43a6-8810-41e6a536fe22,18-25,Male,Urban,Christianity,Kenya,18-25
a892f29d-c0ae-470d-8820-e406f14299fd,18-25,Male,Urban,I do not identify with any religious group or faith,Vietnam,18-25
11c53abb-2fc6-4f50-9213-fada2533d871,26-35,Female,Rural,Islam,Spain,26-35
b93aa624-f10f-4c9a-a693-2277ead2d5ca,26-35,Female,Urban,Christianity,Kenya,26-35
62d3a7c6-0713-49d4-a2fc-67e71a0bd308,26-35,Female,Urban,I do not identify with any religious group or faith,Germany,26-35
f6cf69b7-acd8-4bc8-a1c2-d195e6f2184b,36-45,Male,Urban,Christianity,Germany,36-45
57d336af-545a-49a3-8cdb-e6f478f04a26,18-25,Male,Urban,Judaism,Israel,18-25
85088015-b375-4722-b7bb-707915863591,18-25,Female,Urban,Islam,Pakistan,18-25
5997495a-36b4-4826-b429-0a5f143240bc,26-35,Female,Urban,Christianity,Chile,26-35
baa3140c-0841-4ec1-adac-4dec0d35a8e1,18-25,Female,Urban,Judaism,Israel,18-25
6ae036ca-6b45-49e4-8d7c-27e348c7ddc4,36-45,Female,Urban,I do not identify with any religious group or faith,Germany,36-45
c6ca3033-39c4-43f6-99f6-9d65637426dd,18-25,Female,Urban,Christianity,India,18-25
00fd814f-c831-4f1d-9d95-e0d2b3f842a9,26-35,Female,Urban,I do not identify with any religious group or faith,Philippines,26-35
44d147bb-f527-4dff-8ddb-14048e8c38d7,26-35,Male,Rural,Islam,India,26-35
4597efd2-c928-4c82-b6e7-021f3ca560d9,46-55,Female,Urban,Christianity,United States,46-55
604a854d-d471-4463-9fbf-0c09c531a578,18-25,Female,Urban,Islam,Bangladesh,18-25
bf27fd3e-e8a2-440c-a1e3-3920954874c1,26-35,Female,Urban,Islam,United Kingdom,26-35
c5d7a219-7ab7-4a34-8529-61f9921c98c0,26-35,Female,Urban,I do not identify with any religious group or faith,China,26-35
976aea78-337e-45f1-928f-ce9e4c090747,18-25,Male,Urban,Islam,United Kingdom,18-25
34c0f666-9140-420d-87ab-ad4ab2288947,26-35,Male,Urban,Christianity,Brazil,26-35
4d8edc38-88ea-4133-a7a1-29ae7a04d916,26-35,Male,Urban,Hinduism,India,26-35
863dcf8e-bf1f-4501-a329-19d25ff78d20,18-25,Female,Urban,Christianity,Kenya,18-25
120d9215-b407-45b9-a059-0e0564e32176,26-35,Male,Urban,I do not identify with any religious group or faith,Canada,26-35
72d7f9de-9727-400a-9548-a054a4de740c,26-35,Female,Urban,Islam,Pakistan,26-35
0b2ea548-1de2-4bac-a0fe-6feafb92d114,26-35,Male,Urban,Islam,Pakistan,26-35
24c43fe9-6c8c-42c0-af85-366fcb00fa24,26-35,Male,Urban,Other religious group,Brazil,26-35
089295a9-9d3f-4086-aa95-5e95d1a8b159,18-25,Female,Urban,I do not identify with any religious group or faith,France,18-25
5151f641-1a7c-490d-8a37-8f61104eb6dd,36-45,Male,Urban,Christianity,United States,36-45
72cbd495-3995-4968-badc-9bdc8233e7f3,26-35,Male,Urban,I do not identify with any religious group or faith,Israel,26-35
f162c508-992a-4b86-a21e-16de0f70a694,18-25,Male,Urban,Islam,Pakistan,18-25
121bfbed-5967-4277-a51e-9622e2ddfbb5,18-25,Female,Urban,Judaism,Israel,18-25
58713a2f-ed4f-4329-9b0a-ecc9959e51a4,46-55,Male,Urban,I do not identify with any religious group or faith,Israel,46-55
d4fe1618-4a88-4623-aad1-7aa9fb4014f0,46-55,Female,Urban,Christianity,United States,46-55
1f6e1c39-d5ea-4b15-a3b1-6d2d04df75e6,26-35,Male,Urban,I do not identify with any religious group or faith,Kenya,26-35
9e670f41-50ce-4a2a-9130-d6a92e291753,26-35,Female,Urban,Other religious group,India,26-35
09901a6b-a73d-4f52-8b49-4371d569b57d,18-25,Female,Urban,Christianity,Chile,18-25
583c5eb7-ba87-4d26-af8e-8ed98ff96ebb,26-35,Male,Urban,I do not identify with any religious group or faith,Chile,26-35
93b0ccb6-25e9-4e0d-a130-06fc75cd2e34,46-55,Female,Urban,Christianity,Italy,46-55
04cf467f-aae8-410d-8fa4-580daa61f149,26-35,Male,Urban,Christianity,Brazil,26-35
9e8b1803-e8a7-4128-9f6c-bc4047812940,26-35,Male,Urban,Christianity,Kenya,26-35
00a4287e-17a4-4219-9ccc-bbbe14f5f0b0,36-45,Male,Urban,Islam,India,36-45
b064f65b-cf1e-4474-aed2-9280d5dd732a,18-25,Male,Urban,Islam,South Africa,18-25
0c6b6d11-f737-4587-b13a-e9464185f886,18-25,Female,Urban,Judaism,Israel,18-25
69a7f268-66f6-40e5-8c04-c99467f6b9a4,26-35,Male,Urban,I do not identify with any religious group or faith,China,26-35
6cbc3a41-0f16-4baf-8a59-92868f83932d,36-45,Male,Urban,Christianity,United Kingdom,36-45
d8450396-a90b-4950-867d-e1cdf02cb928,18-25,Male,Urban,Hinduism,India,18-25
95901330-0b2b-4147-84be-16d9c19bf593,36-45,Male,Urban,Christianity,United States,36-45
9bd055c8-a03a-403d-aa5f-6fef6af95480,18-25,Female,Urban,Christianity,Mexico,18-25
9f5e6c52-c1ca-4064-8635-f4ad9d6db818,18-25,Male,Urban,I do not identify with any religious group or faith,Chile,18-25
aa8bbe8b-081c-4df5-93d8-dfa2811256e0,26-35,Female,Urban,Christianity,United Kingdom,26-35
d7827d2f-3d29-48e9-bf99-8b4317568b42,26-35,Female,Urban,Islam,Pakistan,26-35
8f7d5aba-7457-42b0-af04-eb2b8547077b,26-35,Female,Urban,Christianity,South Africa,26-35
7547bb98-9cd6-4b84-9f63-b0d448e6dcec,18-25,Male,Urban,I do not identify with any religious group or faith,Chile,18-25
baba5902-4611-43d3-bbb4-593a2436717a,56-65,Male,Rural,I do not identify with any religious group or faith,Netherlands,56-65
c8bfa98b-9bf0-4528-b46f-1911bce7cad1,26-35,Female,Urban,Christianity,Chile,26-35
74329a43-d610-43b4-86d3-0e4d75f8b38c,26-35,Male,Urban,Christianity,United Kingdom,26-35
f60053e3-49f9-4ff4-95b1-be2cd6945729,36-45,Male,Urban,Christianity,France,36-45
8f4c24f3-8341-4baf-9e2a-57c727023e56,46-55,Female,Rural,Christianity,United States,46-55
1a9c19a5-e2c2-44b1-adee-e895b40b7ef8,36-45,Male,Urban,I do not identify with any religious group or faith,Chile,36-45
4305d10c-19bd-449c-b155-5f017732f9c0,26-35,Male,Urban,I do not identify with any religious group or faith,Italy,26-35
6278ef79-e88b-42be-963a-9347d229dd64,26-35,Male,Urban,Islam,Hungary,26-35
f8816310-3e3f-4146-8606-c5cfea14c1c9,26-35,Female,Urban,Islam,Algeria,26-35
fa368773-9d19-400b-bd83-8568695a19dc,26-35,Female,Urban,I do not identify with any religious group or faith,United States,26-35
eca67890-39cd-4984-88b7-b62621a9fcb8,18-25,Female,Urban,Christianity,Spain,18-25
badcfef5-1005-439b-b6ea-16ae2455e350,18-25,Female,Urban,I do not identify with any religious group or faith,Chile,18-25
7638b5d2-823d-4af2-b0dc-a9ca79817c01,18-25,Male,Urban,I do not identify with any religious group or faith,Spain,18-25
98d308d1-e98a-49ee-a337-bd8e3a8fc1f0,18-25,Female,Urban,Christianity,Slovakia,18-25
d79956a2-8f43-468f-812f-34c9fb5af252,18-25,Female,Urban,Islam,India,18-25
a53ec5e9-e3d0-4c20-9ffd-7ab4787c60b6,26-35,Male,Urban,Christianity,United States,26-35
3fc24dfb-8985-48f8-ad7f-4faae1699ee1,26-35,Male,Urban,I do not identify with any religious group or faith,Turkey,26-35
25f2c82a-69bd-4a8f-bf64-6e4d5c1b0e9b,36-45,Female,Urban,Christianity,Australia,36-45
c575d634-c86a-4ec3-8981-111f3d197005,18-25,Male,Urban,Christianity,Norway,18-25
d5f6d5e2-109e-4817-bc84-5bceb0cbd0b3,36-45,Female,Urban,Christianity,United Kingdom,36-45
598a1cb9-8163-4f0c-b8c1-6d9736146bac,26-35,Female,Urban,Islam,Turkey,26-35
37083d40-cbe1-49d2-a57b-b28d6b920938,26-35,Male,Urban,Christianity,Kenya,26-35
0b3c22d0-d2cb-42d6-963d-7c1d6f107444,26-35,Male,Urban,Christianity,United States,26-35
a54bd227-89d2-4625-953e-440ce6ec7c17,26-35,Female,Urban,Islam,Turkey,26-35
596fa9d8-a927-4201-823d-6b07e1287c9f,26-35,Female,Urban,I do not identify with any religious group or faith,Chile,26-35
25ea5959-3134-4d3e-9f94-4e31b934ac3f,18-25,Female,Urban,I do not identify with any religious group or faith,Norway,18-25
44fa956e-d4d5-4a3e-9a6e-7be79de1e338,26-35,Female,Urban,I do not identify with any religious group or faith,Netherlands,26-35
d439fb08-29c3-4979-a6ff-f17e015a224b,56-65,Female,Urban,I do not identify with any religious group or faith,United States,56-65
76b5d069-d095-448c-98e3-cb55764cba96,36-45,Female,Urban,I do not identify with any religious group or faith,United States,36-45
b58b17d6-008c-416d-ad4d-fd8548a16d3f,18-25,Male,Urban,Christianity,Kenya,18-25
fcbec5d3-eabb-439b-b1d2-9ad0cc8612fc,18-25,Male,Urban,Christianity,Brazil,18-25
24e4e77f-b403-478d-95e3-6c29a15b407c,36-45,Male,Urban,I do not identify with any religious group or faith,Brazil,36-45
21637a39-a88a-433f-ad26-077ccc465ef8,36-45,Female,Urban,Christianity,Canada,36-45
bce5917a-e426-4fe7-b64a-4c3ca8c8342a,26-35,Male,Urban,I do not identify with any religious group or faith,Canada,26-35
03b5c7ff-07cf-44d0-a8d5-f26897a3e76a,26-35,Female,Rural,I do not identify with any religious group or faith,Japan,26-35
e61471f8-e93f-42b4-ae0e-ea2743183cef,36-45,Male,Urban,I do not identify with any religious group or faith,United States,36-45
524619b0-fbb7-4f9a-b5a5-565d4adf097a,26-35,Female,Urban,Islam,United Kingdom,26-35
04ff02d7-6bd0-45f1-acf4-1655ab9d908d,46-55,Female,Urban,I do not identify with any religious group or faith,United States,46-55
58f00770-e7dd-4d02-8bf5-a35fc588d712,26-35,Male,Urban,I do not identify with any religious group or faith,Turkey,26-35
4040ffdc-26b6-4fcb-bc70-507374a18aa9,26-35,Female,Urban,I do not identify with any religious group or faith,Turkey,26-35
0432c6f8-63bb-4a36-b4b3-9c6f2def59a4,18-25,Female,Urban,Christianity,Kenya,18-25
e6767c7a-5a91-468c-9ba7-c99acad86272,26-35,Female,Urban,I do not identify with any religious group or faith,Chile,26-35
ba9772e2-2feb-4777-be87-17f4bbd26492,18-25,Female,Urban,Hinduism,India,18-25
4045fc7a-9ed6-4e69-9749-2cd924803fae,36-45,Male,Urban,Christianity,United States,36-45
a227bd94-52a8-4dc3-b122-9eb13a2629d6,18-25,Male,Rural,Christianity,Slovakia,18-25
77c844c6-1f0b-48db-915d-19b7722bddd9,18-25,Male,Urban,Hinduism,India,18-25
a630b748-f36c-4206-89eb-73162c5f9590,26-35,Female,Urban,Buddhism,Canada,26-35
73f7de05-d788-4ac1-83bf-8eaec2357586,18-25,Male,Urban,I do not identify with any religious group or faith,Chile,18-25
c54d8957-38ca-4fe3-9672-097221bf868e,26-35,Male,Urban,Christianity,Venezuela,26-35
50dab16e-7805-4f61-a19c-84413e49e9f4,18-25,Male,Urban,I do not identify with any religious group or faith,Chile,18-25
5d6a8f72-05b6-4f48-968b-203d6c61f240,46-55,Male,Urban,I do not identify with any religious group or faith,United States,46-55
c093c623-20c2-4dc6-a981-5dceb3bd7238,18-25,Male,Urban,I do not identify with any religious group or faith,Chile,18-25
d1ed6124-6b34-4f02-bbc0-955c64651c45,26-35,Female,Urban,Christianity,United States,26-35
70a008e9-3f7f-402c-a919-cb50fb68d943,36-45,Male,Urban,I do not identify with any religious group or faith,Argentina,36-45
fed12065-ec58-4ddc-82df-e0336d8786f0,26-35,Male,Urban,I do not identify with any religious group or faith,Chile,26-35
1190bff6-3e73-4ac3-a167-41868c6fbb5e,36-45,Male,Urban,Christianity,United States,36-45
22a65713-f44e-4ee1-b1d2-3ec8b0ac196d,26-35,Male,Urban,Christianity,Brazil,26-35
69eb870f-f7f7-4cd0-8ccd-75ab1dd55da4,18-25,Female,Urban,Christianity,Kenya,18-25
b64330bc-8b92-4db4-92f0-10f00d24d634,26-35,Female,Urban,I do not identify with any religious group or faith,United States,26-35
b8a39f3b-e3f4-4f63-82a2-73a576c7b482,18-25,Male,Urban,Christianity,Slovakia,18-25
98d85016-85d9-4bd4-86be-b868b5504d0c,26-35,Female,Urban,Islam,Bangladesh,26-35
5742898a-0650-4d62-b81f-354f8ff90a14,26-35,Female,Urban,Hinduism,India,26-35
d134d1e3-c241-47de-97e7-8516f4d24b87,36-45,Female,Urban,Islam,Pakistan,36-45
db229d3f-1af8-493f-b64f-726afe5cfeb3,26-35,Male,Urban,Other religious group,South Africa,26-35
3557c65f-ebd3-4287-b82b-dfdee5fe0f11,56-65,Female,Rural,Christianity,South Africa,56-65
942c0cf0-f829-4bb4-aa9b-785a49967cb8,26-35,Male,Urban,Judaism,Israel,26-35
b04e11c1-5486-4527-9452-cf790f2ac366,36-45,Female,Urban,Christianity,United States,36-45
df910b5a-e26c-46fc-9aa7-bc63cd776158,26-35,Male,Urban,Christianity,Kenya,26-35
6cba4510-a7d1-4077-a041-a3ffea5e0c5f,26-35,Female,Urban,I do not identify with any religious group or faith,Australia,26-35
fd69245d-e539-41e7-8290-26edfad12c80,26-35,Male,Urban,I do not identify with any religious group or faith,Singapore,26-35
441d0ff3-8833-4a48-ae2f-ae49e1daabe5,46-55,Male,Urban,Christianity,Germany,46-55
cabe8976-47d5-4d2c-b0e1-3bcc3361bc6d,26-35,Male,Urban,Islam,Japan,26-35
16513f89-a1ff-4a2b-a3bb-a46b85f998b1,18-25,Male,Urban,I do not identify with any religious group or faith,Korea South,18-25
cda041fa-3279-4a4b-a837-05838550dfa0,18-25,Female,Urban,Islam,Japan,18-25
8ab1a018-1533-481b-a8b8-e0be1332ac10,18-25,Male,Urban,Buddhism,South Africa,18-25
f2aa8b36-8281-4c3a-b238-38fd083b0f2d,18-25,Male,Urban,Christianity,Italy,18-25
56abc005-ad8a-4f43-8966-01909569fedb,18-25,Male,Urban,I do not identify with any religious group or faith,Slovakia,18-25
80b629f8-f8c6-4cf6-8c85-c695defc5b3e,18-25,Female,Urban,I do not identify with any religious group or faith,Mexico,18-25
e26abcb8-bb62-4dfd-aa7c-3de2b649720e,36-45,Male,Urban,Islam,India,36-45
a8ccb4f8-7850-4c00-b3c2-3b0bacc9570b,36-45,Female,Rural,Hinduism,India,36-45
127eec14-01b9-44b9-9d66-d6a24d95c4d2,36-45,Male,Urban,Christianity,United Kingdom,36-45
66d3f35a-47af-4a6f-b87e-447d0e557ec5,26-35,Male,Urban,Islam,United Kingdom,26-35
eb56e78f-8c5c-4c5a-aa3b-280860bb3e7e,26-35,Male,Urban,Islam,Pakistan,26-35
419bd37a-b1b9-41f4-bd38-c30a11887984,18-25,Male,Urban,I do not identify with any religious group or faith,Romania,18-25
be52a41f-b956-43e3-ba34-e86f65363439,36-45,Female,Urban,Christianity,United States,36-45
4a9f8850-a6a2-4dea-96f6-1c6d7dc44d91,18-25,Male,Urban,Christianity,Mexico,18-25
a7d69a56-983d-48f3-b3b5-7e854aeda493,46-55,Male,Urban,Christianity,United States,46-55
84df48d3-aa19-4735-ab5e-681ec8e66733,56-65,Female,Urban,Christianity,United States,56-65
08edbe37-7a3f-4fab-a0cc-aa8bb1b416a3,26-35,Female,Urban,Christianity,Antigua & Deps,26-35
defe9f78-534e-4680-aad1-c11078f8959d,26-35,Male,Urban,Christianity,Italy,26-35
4107b779-621a-4439-8ffc-1b8ac0ef87d0,26-35,Male,Urban,I do not identify with any religious group or faith,Chile,26-35
5c71acd2-08e9-486c-b054-558d641b68e2,18-25,Male,Rural,Christianity,Philippines,18-25
1e1f29b2-39ec-4f7a-b5df-cdba3234cfa6,26-35,Male,Urban,Judaism,Israel,26-35
696c829b-a7b2-4612-a42e-b0283165a2fa,46-55,Female,Urban,I do not identify with any religious group or faith,United Kingdom,46-55
28cc0c3d-71f4-4db1-a403-8cd020855202,18-25,Female,Urban,Islam,Morocco,18-25
3c69c2aa-f164-4d95-b3af-6308b4f227e1,26-35,Female,Urban,Christianity,Italy,26-35
6cafdbaa-396d-4f22-815b-67dc3a098812,36-45,Male,Urban,Judaism,Israel,36-45
6027507a-1fb0-4020-a0f9-fcd4b4d49ced,26-35,Female,Urban,Islam,Bangladesh,26-35
6e0e5103-cf73-4992-89a9-adda83865321,18-25,Male,Urban,Hinduism,India,18-25
4b3a2725-6c67-4c1f-92fe-bf7840dbc243,46-55,Female,Urban,I do not identify with any religious group or faith,Russian Federation,46-55
4b3e7404-040c-45ae-a885-7b074e2aaba3,26-35,Male,Urban,I do not identify with any religious group or faith,China,26-35
f3450b3b-dc20-4fb9-8261-cceeeac0cb79,26-35,Male,Urban,Other religious group,Brazil,26-35
250ed0f2-25de-4027-abf9-470de7eaf00d,46-55,Female,Urban,Christianity,Mexico,46-55
e9755e53-7901-4296-a769-dce426f3db7d,36-45,Female,Rural,Christianity,United States,36-45
3f220170-c699-498e-9c36-52f58fb669c5,26-35,Male,Urban,Christianity,Chile,26-35
c3a34bc5-647b-4459-a388-eac143da89cd,26-35,Female,Urban,I do not identify with any religious group or faith,Norway,26-35
d81c50e5-c25c-4c12-a145-1a9bd7c48113,36-45,Female,Rural,I do not identify with any religious group or faith,Greece,36-45
246db2bd-397f-43a1-b22e-371335f6ea33,26-35,Female,Urban,Hinduism,United States,26-35
2183a6d9-f97d-4259-b334-3d0a68bb0e1a,26-35,Female,Urban,Christianity,South Africa,26-35
