country,gender,age_group,religion,environment
Colombia,Female,46-55,Christianity,Urban
Colombia,Male,36-45,Christianity,Urban
Colombia,Male,36-45,Christianity,Urban
Colombia,Male,26-35,I do not identify with any religious group or faith,Urban
Colombia,Female,65+,Christianity,Urban
Colombia,Female,36-45,Christianity,Urban
Colombia,Female,36-45,Christianity,Urban
Colombia,Female,46-55,Christianity,Urban
Colombia,Female,36-45,Christianity,Urban
Colombia,Female,26-35,Christianity,Urban
Colombia,Female,46-55,Christianity,Urban
Colombia,Female,18-25,Christianity,Urban
Colombia,Female,26-35,Christianity,Urban
Colombia,Female,56-65,Christianity,Urban
Colombia,Female,56-65,Christianity,Urban
Colombia,Female,18-25,Christianity,Urban
Colombia,Male,46-55,Christianity,Urban
Colombia,Female,18-25,Christianity,Rural
Colombia,Female,65+,Christianity,Rural
Colombia,Male,46-55,I do not identify with any religious group or faith,Rural
Colombia,Male,46-55,Christianity,Rural
Colombia,Female,26-35,Christianity,Rural
Colombia,Male,26-35,Christianity,Rural
Colombia,Female,36-45,Christianity,Rural
Colombia,Female,46-55,Christianity,Rural
Colombia,Female,26-35,Christianity,Rural
Colombia,Male,56-65,Christianity,Rural
Colombia,Male,18-25,Christianity,Rural
Colombia,Male,46-55,Christianity,Rural
Colombia,Male,56-65,Christianity,Rural
Colombia,Female,26-35,Christianity,Rural
Colombia,Male,65+,Christianity,Urban
Colombia,Female,36-45,Christianity,Urban
Colombia,Female,65+,Christianity,Urban
Colombia,Male,18-25,I do not identify with any religious group or faith,Urban
Colombia,Male,18-25,Christianity,Urban
Colombia,Female,36-45,I do not identify with any religious group or faith,Urban
Colombia,Female,18-25,Christianity,Urban
Colombia,Female,26-35,Christianity,Urban
Colombia,Male,26-35,Christianity,Urban
Colombia,Female,46-55,Christianity,Urban
Colombia,Female,26-35,Christianity,Urban
Colombia,Female,46-55,Christianity,Urban
Colombia,Male,26-35,Christianity,Urban
Colombia,Male,26-35,Christianity,Urban
Colombia,Female,18-25,Christianity,Urban
Colombia,Male,46-55,Christianity,Urban
Colombia,Female,36-45,Christianity,Urban
Colombia,Female,26-35,I do not identify with any religious group or faith,Urban
Colombia,Male,26-35,Christianity,Urban
Colombia,Female,65+,Christianity,Urban
Colombia,Male,18-25,I do not identify with any religious group or faith,Urban
Colombia,Male,46-55,Christianity,Urban
Colombia,Male,36-45,Christianity,Urban
Colombia,Male,56-65,Christianity,Urban
Colombia,Female,46-55,Christianity,Urban
Colombia,Female,26-35,Christianity,Urban
Colombia,Male,26-35,Christianity,Urban
Colombia,Male,18-25,Christianity,Urban
Colombia,Male,18-25,I do not identify with any religious group or faith,Urban
Colombia,Male,36-45,Christianity,Urban
Colombia,Female,56-65,Christianity,Urban
Colombia,Female,36-45,Christianity,Urban
Colombia,Female,26-35,Christianity,Urban
Colombia,Male,36-45,Christianity,Urban
Colombia,Female,36-45,Christianity,Urban
Colombia,Female,46-55,Christianity,Urban
Colombia,Female,36-45,Christianity,Urban
Colombia,Male,18-25,Christianity,Urban
Colombia,Male,65+,Christianity,Urban
Colombia,Male,56-65,Christianity,Urban
Colombia,Male,56-65,Christianity,Urban
Colombia,Female,26-35,Christianity,Urban
Colombia,Female,36-45,Christianity,Urban
Colombia,Male,56-65,Christianity,Urban
Colombia,Male,18-25,Christianity,Urban
Colombia,Female,18-25,Christianity,Urban
Colombia,Male,65+,Christianity,Urban
Colombia,Male,56-65,Christianity,Urban
Colombia,Female,46-55,Christianity,Urban
Colombia,Female,56-65,Christianity,Urban
Colombia,Female,36-45,Christianity,Urban
Colombia,Female,36-45,Christianity,Urban
Colombia,Female,36-45,Christianity,Urban
Colombia,Male,26-35,Christianity,Urban
Colombia,Female,46-55,Christianity,Urban
Colombia,Female,46-55,Christianity,Urban
Colombia,Male,26-35,Christianity,Urban
Colombia,Female,26-35,Christianity,Urban
Colombia,Female,36-45,Christianity,Urban
Colombia,Male,56-65,Christianity,Urban
Colombia,Female,36-45,Christianity,Urban
Colombia,Male,18-25,Christianity,Urban
Colombia,Male,36-45,Christianity,Urban
Colombia,Male,46-55,Christianity,Urban
Colombia,Female,46-55,Christianity,Urban
Colombia,Male,18-25,Christianity,Urban
Colombia,Male,18-25,Christianity,Urban
Colombia,Male,26-35,Christianity,Urban
Colombia,Male,46-55,I do not identify with any religious group or faith,Urban
Colombia,Female,26-35,Christianity,Urban
Colombia,Male,46-55,Christianity,Urban
Colombia,Female,26-35,Christianity,Urban
Colombia,Male,26-35,Christianity,Urban
Colombia,Male,18-25,Christianity,Urban
Colombia,Female,18-25,Christianity,Urban
Colombia,Male,18-25,Christianity,Urban
Colombia,Male,65+,Christianity,Urban
Colombia,Female,46-55,Christianity,Urban
Colombia,Female,36-45,Christianity,Urban
Colombia,Male,65+,Christianity,Urban
Colombia,Female,26-35,Christianity,Urban
Colombia,Female,18-25,Christianity,Urban
Colombia,Female,56-65,Christianity,Urban
Colombia,Female,18-25,Christianity,Urban
Colombia,Male,36-45,Christianity,Urban
Colombia,Male,36-45,Christianity,Urban
Colombia,Male,36-45,Christianity,Urban
Colombia,Male,36-45,Christianity,Urban
Colombia,Female,36-45,Christianity,Urban
Colombia,Male,36-45,Christianity,Urban
Colombia,Female,46-55,Christianity,Urban
Colombia,Male,56-65,Christianity,Urban
Colombia,Male,65+,Christianity,Urban
Colombia,Female,36-45,Christianity,Urban
Colombia,Male,56-65,Christianity,Urban
Colombia,Female,56-65,Christianity,Urban
Colombia,Female,18-25,Christianity,Urban
Colombia,Male,36-45,I do not identify with any religious group or faith,Urban
Colombia,Female,18-25,Christianity,Urban
Colombia,Female,36-45,Christianity,Urban
Colombia,Male,36-45,Christianity,Urban
Colombia,Female,36-45,Christianity,Urban
Colombia,Male,46-55,Christianity,Urban
Colombia,Male,56-65,Christianity,Urban
Colombia,Male,56-65,I do not identify with any religious group or faith,Urban
Colombia,Female,26-35,Christianity,Urban
Colombia,Male,18-25,Christianity,Urban
Colombia,Female,56-65,Christianity,Urban
Colombia,Female,36-45,I do not identify with any religious group or faith,Urban
Colombia,Female,26-35,Christianity,Urban
Colombia,Female,56-65,Christianity,Urban
Colombia,Female,18-25,Christianity,Urban
Colombia,Male,36-45,Christianity,Urban
Colombia,Female,46-55,Christianity,Urban
Colombia,Male,36-45,Christianity,Urban
Colombia,Male,65+,Christianity,Urban
Colombia,Female,56-65,Christianity,Urban
Colombia,Female,46-55,Christianity,Urban
Colombia,Female,18-25,I do not identify with any religious group or faith,Urban
Colombia,Male,65+,Christianity,Urban
Colombia,Female,36-45,Christianity,Urban
Colombia,Female,26-35,Christianity,Urban
Colombia,Female,56-65,Christianity,Urban
Colombia,Female,18-25,Christianity,Urban
Colombia,Male,56-65,Christianity,Urban
Colombia,Male,36-45,Christianity,Urban
Colombia,Female,18-25,Christianity,Urban
Colombia,Male,26-35,I do not identify with any religious group or faith,Urban
Colombia,Male,36-45,Christianity,Urban
Colombia,Male,26-35,Christianity,Urban
Colombia,Male,56-65,Christianity,Urban
Colombia,Female,56-65,Christianity,Urban
Colombia,Male,46-55,Christianity,Urban
Colombia,Male,36-45,Christianity,Urban
Colombia,Female,26-35,Christianity,Urban
Colombia,Female,26-35,Christianity,Urban
Colombia,Female,56-65,Christianity,Urban
Colombia,Female,46-55,Christianity,Urban
Colombia,Female,18-25,Christianity,Urban
Colombia,Male,26-35,Christianity,Urban
Colombia,Male,36-45,Christianity,Urban
Colombia,Male,18-25,I do not identify with any religious group or faith,Urban
Colombia,Male,36-45,Christianity,Urban
Colombia,Female,36-45,Other religious group,Urban
Colombia,Male,26-35,Christianity,Urban
Colombia,Male,18-25,Christianity,Urban
Colombia,Female,26-35,Christianity,Urban
Colombia,Male,36-45,Christianity,Urban
Colombia,Male,36-45,Christianity,Urban
Colombia,Male,26-35,I do not identify with any religious group or faith,Urban
Colombia,Female,36-45,I do not identify with any religious group or faith,Urban
Colombia,Female,56-65,Christianity,Urban
Colombia,Female,56-65,I do not identify with any religious group or faith,Urban
Colombia,Female,26-35,Christianity,Urban
Colombia,Male,18-25,Christianity,Urban
Colombia,Female,56-65,Christianity,Urban
Colombia,Female,18-25,I do not identify with any religious group or faith,Urban
Colombia,Male,36-45,I do not identify with any religious group or faith,Urban
Colombia,Female,36-45,Christianity,Urban
Colombia,Female,56-65,Christianity,Urban
Colombia,Male,56-65,Christianity,Urban
Colombia,Female,46-55,Christianity,Urban
Colombia,Male,18-25,Christianity,Urban
Colombia,Male,36-45,I do not identify with any religious group or faith,Urban
Colombia,Male,65+,Other religious group,Urban
Colombia,Male,26-35,Christianity,Urban
Colombia,Male,36-45,Christianity,Urban
Colombia,Female,18-25,I do not identify with any religious group or faith,Urban
Colombia,Female,65+,Christianity,Urban
Colombia,Female,56-65,Christianity,Urban
Colombia,Female,36-45,Christianity,Urban
Colombia,Female,36-45,I do not identify with any religious group or faith,Urban
Colombia,Female,18-25,Christianity,Urban
Colombia,Male,36-45,Christianity,Urban
Colombia,Male,36-45,Christianity,Urban
Colombia,Male,65+,Christianity,Urban
Colombia,Male,65+,Christianity,Urban
Colombia,Male,26-35,Christianity,Urban
Colombia,Female,46-55,Christianity,Urban
Colombia,Female,26-35,I do not identify with any religious group or faith,Urban
Colombia,Female,36-45,I do not identify with any religious group or faith,Urban
Colombia,Male,18-25,Christianity,Urban
Colombia,Female,56-65,I do not identify with any religious group or faith,Urban
Colombia,Female,18-25,I do not identify with any religious group or faith,Urban
Colombia,Male,26-35,Christianity,Urban
Colombia,Male,46-55,Christianity,Urban
Colombia,Female,26-35,I do not identify with any religious group or faith,Urban
Colombia,Female,56-65,Christianity,Urban
Colombia,Female,56-65,Christianity,Urban
Colombia,Male,18-25,Christianity,Urban
Colombia,Male,65+,Christianity,Urban
Colombia,Male,36-45,Christianity,Urban
Colombia,Male,26-35,Christianity,Urban
Colombia,Female,65+,Christianity,Urban
Colombia,Female,36-45,Christianity,Urban
Colombia,Male,65+,I do not identify with any religious group or faith,Urban
Colombia,Female,36-45,Christianity,Urban
Colombia,Female,18-25,I do not identify with any religious group or faith,Urban
Colombia,Female,18-25,Christianity,Urban
Colombia,Male,36-45,Christianity,Urban
Colombia,Female,65+,Christianity,Urban
Colombia,Male,46-55,Christianity,Urban
Colombia,Female,26-35,Christianity,Urban
Colombia,Male,26-35,Christianity,Urban
Colombia,Female,46-55,Christianity,Urban
Colombia,Male,56-65,Christianity,Urban
Colombia,Female,36-45,Christianity,Urban
Colombia,Female,36-45,Christianity,Urban
Colombia,Male,18-25,Christianity,Urban
Colombia,Male,18-25,Christianity,Urban
Colombia,Female,26-35,Christianity,Urban
Colombia,Female,36-45,Christianity,Urban
Colombia,Male,36-45,Christianity,Urban
Colombia,Male,26-35,I do not identify with any religious group or faith,Urban
Colombia,Male,65+,Christianity,Urban
Colombia,Female,36-45,Christianity,Urban
Colombia,Female,46-55,Christianity,Urban
Colombia,Female,46-55,Christianity,Urban
Colombia,Male,36-45,Christianity,Urban
Colombia,Female,26-35,Christianity,Urban
Colombia,Female,36-45,Christianity,Urban
Colombia,Male,18-25,Christianity,Urban
Colombia,Male,18-25,Christianity,Urban
Colombia,Male,56-65,Christianity,Urban
Colombia,Male,46-55,Christianity,Urban
Colombia,Male,26-35,,Urban
Colombia,Female,36-45,I do not identify with any religious group or faith,Urban
Colombia,Female,18-25,Christianity,Urban
Colombia,Male,56-65,Christianity,Urban
Colombia,Male,26-35,I do not identify with any religious group or faith,Urban
Colombia,Female,26-35,Christianity,Urban
Colombia,Male,18-25,Christianity,Urban
Colombia,Male,56-65,Christianity,Urban
Colombia,Male,65+,Christianity,Urban
Colombia,Female,26-35,Christianity,Urban
Colombia,Female,26-35,,Urban
Colombia,Female,18-25,,Urban
Colombia,Male,36-45,Christianity,Urban
Colombia,Female,18-25,Christianity,Urban
Colombia,Male,56-65,I do not identify with any religious group or faith,Urban
Colombia,Male,26-35,Christianity,Urban
Colombia,Female,36-45,Christianity,Urban
Colombia,Male,18-25,I do not identify with any religious group or faith,Urban
Colombia,Female,46-55,Christianity,Urban
Colombia,Male,56-65,I do not identify with any religious group or faith,Urban
Colombia,Female,26-35,Christianity,Urban
Colombia,Male,26-35,I do not identify with any religious group or faith,Urban
Colombia,Female,18-25,I do not identify with any religious group or faith,Urban
Colombia,Female,36-45,Christianity,Urban
Colombia,Male,18-25,Christianity,Urban
Colombia,Female,18-25,Christianity,Urban
Colombia,Male,56-65,I do not identify with any religious group or faith,Urban
Colombia,Male,36-45,Christianity,Urban
Colombia,Female,36-45,Christianity,Urban
Colombia,Male,36-45,I do not identify with any religious group or faith,Urban
Colombia,Female,26-35,,Urban
Colombia,Female,26-35,I do not identify with any religious group or faith,Urban
Colombia,Male,46-55,Christianity,Urban
Colombia,Male,56-65,Christianity,Urban
Colombia,Male,56-65,Christianity,Urban
Colombia,Male,36-45,Christianity,Urban
Colombia,Male,26-35,Christianity,Urban
Colombia,Female,26-35,Christianity,Urban
Colombia,Female,26-35,Christianity,Urban
Colombia,Female,26-35,Christianity,Urban
Colombia,Male,36-45,Christianity,Urban
Colombia,Female,18-25,Christianity,Urban
Colombia,Female,18-25,I do not identify with any religious group or faith,Urban
Colombia,Male,46-55,Christianity,Urban
Colombia,Male,18-25,Christianity,Urban
Colombia,Female,26-35,I do not identify with any religious group or faith,Urban
Colombia,Male,36-45,I do not identify with any religious group or faith,Urban
Colombia,Male,56-65,Christianity,Urban
Colombia,Male,56-65,Christianity,Urban
Colombia,Female,26-35,I do not identify with any religious group or faith,Urban
Colombia,Male,46-55,Christianity,Urban
Colombia,Female,46-55,Christianity,Urban
Colombia,Female,46-55,Christianity,Urban
Colombia,Female,18-25,I do not identify with any religious group or faith,Urban
Colombia,Female,36-45,Christianity,Urban
Colombia,Female,18-25,Christianity,Urban
Colombia,Male,56-65,Christianity,Urban
Colombia,Male,36-45,Christianity,Urban
Colombia,Male,18-25,Christianity,Urban
Colombia,Male,36-45,Christianity,Urban
Colombia,Female,26-35,Christianity,Urban
Colombia,Male,26-35,I do not identify with any religious group or faith,Urban
Colombia,Male,18-25,Christianity,Urban
Colombia,Female,46-55,Christianity,Urban
Colombia,Female,65+,Christianity,Urban
Colombia,Female,56-65,Christianity,Urban
Colombia,Male,26-35,Christianity,Urban
Colombia,Female,46-55,Christianity,Urban
Colombia,Male,26-35,Christianity,Urban
Colombia,Female,56-65,Christianity,Urban
Colombia,Female,46-55,Christianity,Urban
Colombia,Male,18-25,I do not identify with any religious group or faith,Urban
Colombia,Male,46-55,Christianity,Urban
Colombia,Female,36-45,Christianity,Urban
Colombia,Female,56-65,Christianity,Urban
Colombia,Male,26-35,Christianity,Urban
Colombia,Female,46-55,I do not identify with any religious group or faith,Urban
Colombia,Female,65+,Christianity,Urban
Colombia,Female,26-35,I do not identify with any religious group or faith,Urban
Colombia,Male,65+,Christianity,Urban
Colombia,Female,18-25,I do not identify with any religious group or faith,Urban
Colombia,Male,18-25,I do not identify with any religious group or faith,Urban
Colombia,Male,26-35,I do not identify with any religious group or faith,Urban
Colombia,Female,56-65,Christianity,Urban
Colombia,Female,36-45,Christianity,Urban
Colombia,Female,26-35,Christianity,Urban
Colombia,Male,56-65,Christianity,Urban
Colombia,Male,36-45,Christianity,Urban
Colombia,Male,18-25,Christianity,Urban
Colombia,Male,36-45,Christianity,Urban
Colombia,Female,26-35,Christianity,Urban
Colombia,Female,26-35,I do not identify with any religious group or faith,Urban
Colombia,Male,26-35,I do not identify with any religious group or faith,Urban
Colombia,Male,65+,Christianity,Urban
Colombia,Male,46-55,I do not identify with any religious group or faith,Urban
Colombia,Male,18-25,I do not identify with any religious group or faith,Urban
Colombia,Female,26-35,Christianity,Urban
Colombia,Male,18-25,I do not identify with any religious group or faith,Urban
Colombia,Female,36-45,Christianity,Urban
Colombia,Female,46-55,Christianity,Urban
Colombia,Female,56-65,Christianity,Urban
Colombia,Female,56-65,Christianity,Urban
Colombia,Male,18-25,I do not identify with any religious group or faith,Urban
Colombia,Female,36-45,Christianity,Urban
Colombia,Female,18-25,Christianity,Urban
Colombia,Female,36-45,Christianity,Urban
Colombia,Male,56-65,Christianity,Urban
Colombia,Male,18-25,Christianity,Urban
Colombia,Male,26-35,I do not identify with any religious group or faith,Urban
Colombia,Female,36-45,Christianity,Rural
Colombia,Male,56-65,Christianity,Rural
Colombia,Female,18-25,Christianity,Rural
Colombia,Male,36-45,Christianity,Rural
Colombia,Female,56-65,Christianity,Rural
Colombia,Female,26-35,I do not identify with any religious group or faith,Rural
Colombia,Female,18-25,Christianity,Rural
Colombia,Male,46-55,Christianity,Rural
Colombia,Male,26-35,Christianity,Rural
Colombia,Female,18-25,Christianity,Rural
Colombia,Male,56-65,Christianity,Rural
Colombia,Male,18-25,Christianity,Rural
Colombia,Male,26-35,I do not identify with any religious group or faith,Rural
Colombia,Female,46-55,Christianity,Rural
Colombia,Male,65+,I do not identify with any religious group or faith,Urban
Colombia,Male,26-35,I do not identify with any religious group or faith,Urban
Colombia,Male,26-35,I do not identify with any religious group or faith,Urban
Colombia,Male,56-65,Christianity,Urban
Colombia,Male,46-55,Christianity,Urban
Colombia,Male,18-25,Christianity,Urban
Colombia,Female,36-45,Christianity,Urban
Colombia,Male,36-45,Christianity,Urban
Colombia,Male,46-55,Christianity,Urban
Colombia,Female,46-55,Christianity,Urban
Colombia,Female,65+,Christianity,Urban
Colombia,Female,18-25,Christianity,Urban
Colombia,Female,46-55,Christianity,Urban
Colombia,Male,65+,Christianity,Urban
Colombia,Female,18-25,Other religious group,Urban
Colombia,Male,46-55,I do not identify with any religious group or faith,Urban
Colombia,Female,36-45,Christianity,Urban
Colombia,Female,46-55,I do not identify with any religious group or faith,Urban
Colombia,Male,36-45,Christianity,Urban
Colombia,Female,56-65,Christianity,Urban
Colombia,Male,56-65,Christianity,Urban
Colombia,Female,36-45,Christianity,Urban
Colombia,Female,26-35,Christianity,Urban
Colombia,Female,18-25,Christianity,Urban
Colombia,Female,46-55,Christianity,Urban
Colombia,Female,36-45,I do not identify with any religious group or faith,Urban
Colombia,Female,46-55,I do not identify with any religious group or faith,Urban
Colombia,Female,36-45,Christianity,Urban
Colombia,Female,46-55,Christianity,Urban
Colombia,Female,36-45,Christianity,Urban
Colombia,Male,56-65,Christianity,Urban
Colombia,Male,56-65,Christianity,Urban
Colombia,Male,18-25,Christianity,Urban
Colombia,Female,18-25,Christianity,Urban
Colombia,Female,26-35,I do not identify with any religious group or faith,Urban
Colombia,Male,18-25,I do not identify with any religious group or faith,Urban
Colombia,Male,56-65,Christianity,Urban
Colombia,Female,26-35,Christianity,Urban
Colombia,Female,26-35,Christianity,Urban
Colombia,Female,18-25,Christianity,Urban
Colombia,Male,26-35,I do not identify with any religious group or faith,Urban
Colombia,Male,46-55,Christianity,Urban
Colombia,Male,46-55,Christianity,Urban
Colombia,Female,56-65,I do not identify with any religious group or faith,Urban
Colombia,Female,18-25,Christianity,Urban
Colombia,Female,46-55,I do not identify with any religious group or faith,Urban
Colombia,Male,56-65,Christianity,Urban
Colombia,Male,56-65,Christianity,Urban
Colombia,Female,26-35,I do not identify with any religious group or faith,Urban
Colombia,Female,56-65,I do not identify with any religious group or faith,Urban
Colombia,Male,46-55,Christianity,Urban
Colombia,Female,46-55,I do not identify with any religious group or faith,Urban
Colombia,Male,26-35,I do not identify with any religious group or faith,Urban
Colombia,Female,26-35,I do not identify with any religious group or faith,Urban
Colombia,Female,26-35,Christianity,Urban
Colombia,Male,36-45,Christianity,Urban
Colombia,Female,46-55,I do not identify with any religious group or faith,Urban
Colombia,Female,36-45,Christianity,Urban
Colombia,Female,56-65,Christianity,Urban
Colombia,Male,56-65,I do not identify with any religious group or faith,Urban
Colombia,Male,56-65,Christianity,Urban
Colombia,Male,36-45,I do not identify with any religious group or faith,Urban
Colombia,Female,18-25,Christianity,Urban
Colombia,Female,18-25,Christianity,Urban
Colombia,Female,56-65,Christianity,Urban
Colombia,Male,26-35,I do not identify with any religious group or faith,Urban
Colombia,Male,65+,I do not identify with any religious group or faith,Urban
Colombia,Male,18-25,Christianity,Urban
Colombia,Female,65+,Christianity,Urban
Colombia,Male,26-35,Christianity,Urban
Colombia,Female,46-55,Christianity,Urban
Colombia,Female,26-35,I do not identify with any religious group or faith,Urban
Colombia,Male,56-65,Christianity,Urban
Colombia,Male,65+,I do not identify with any religious group or faith,Urban
Colombia,Male,18-25,Christianity,Urban
Colombia,Male,56-65,I do not identify with any religious group or faith,Urban
Colombia,Female,65+,Christianity,Urban
Colombia,Female,26-35,I do not identify with any religious group or faith,Urban
Colombia,Male,18-25,Christianity,Urban
Colombia,Male,56-65,Christianity,Urban
Colombia,Female,36-45,I do not identify with any religious group or faith,Urban
Colombia,Female,46-55,Christianity,Urban
Colombia,Female,18-25,I do not identify with any religious group or faith,Urban
Colombia,Female,36-45,I do not identify with any religious group or faith,Urban
Colombia,Female,56-65,Christianity,Urban
Colombia,Female,36-45,I do not identify with any religious group or faith,Urban
Colombia,Male,26-35,Christianity,Urban
Colombia,Male,46-55,Christianity,Urban
Colombia,Male,46-55,I do not identify with any religious group or faith,Urban
Colombia,Female,26-35,,Urban
Colombia,Male,26-35,I do not identify with any religious group or faith,Urban
Colombia,Female,18-25,Christianity,Urban
Colombia,Male,26-35,Christianity,Urban
Colombia,Male,36-45,Christianity,Urban
Colombia,Female,36-45,Christianity,Urban
Colombia,Female,18-25,I do not identify with any religious group or faith,Urban
Colombia,Male,18-25,Christianity,Urban
Colombia,Female,46-55,I do not identify with any religious group or faith,Urban
Colombia,Female,56-65,Christianity,Urban
Colombia,Female,18-25,Christianity,Urban
Colombia,Female,36-45,Christianity,Urban
Colombia,Male,56-65,I do not identify with any religious group or faith,Urban
Colombia,Male,56-65,Christianity,Urban
Colombia,Male,36-45,Christianity,Urban
Colombia,Female,26-35,I do not identify with any religious group or faith,Urban
Colombia,Male,56-65,Christianity,Urban
Colombia,Male,26-35,Christianity,Urban
Colombia,Male,26-35,Christianity,Urban
Colombia,Male,26-35,Christianity,Urban
Colombia,Male,46-55,Christianity,Urban
Colombia,Female,56-65,I do not identify with any religious group or faith,Urban
Colombia,Female,56-65,Christianity,Urban
Colombia,Male,65+,I do not identify with any religious group or faith,Urban
Colombia,Male,18-25,Christianity,Urban
Colombia,Female,36-45,Christianity,Urban
Colombia,Female,65+,Christianity,Urban
Colombia,Female,46-55,Christianity,Urban
Colombia,Female,46-55,Christianity,Urban
Colombia,Male,65+,Christianity,Urban
Colombia,Female,18-25,Christianity,Urban
Colombia,Female,26-35,Christianity,Urban
Colombia,Female,18-25,Christianity,Urban
Colombia,Male,26-35,Christianity,Urban
Colombia,Female,56-65,Christianity,Urban
Colombia,Female,46-55,Christianity,Urban
Colombia,Male,26-35,Christianity,Urban
Colombia,Female,56-65,I do not identify with any religious group or faith,Urban
Costa Rica,Female,65+,Christianity,Urban
Costa Rica,Male,26-35,Christianity,Urban
Costa Rica,Female,46-55,Christianity,Urban
Costa Rica,Female,46-55,Christianity,Urban
Costa Rica,Female,36-45,Christianity,Urban
Costa Rica,Male,26-35,,Urban
Costa Rica,Male,56-65,Christianity,Urban
Costa Rica,Female,36-45,Christianity,Urban
Costa Rica,Male,65+,Christianity,Urban
Costa Rica,Male,56-65,Christianity,Urban
Costa Rica,Female,65+,Christianity,Urban
Costa Rica,Male,18-25,I do not identify with any religious group or faith,Urban
Costa Rica,Male,26-35,I do not identify with any religious group or faith,Urban
Costa Rica,Female,36-45,Christianity,Urban
Costa Rica,Female,36-45,Christianity,Urban
Costa Rica,Female,56-65,I do not identify with any religious group or faith,Urban
Costa Rica,Male,65+,Christianity,Urban
Costa Rica,Male,46-55,Christianity,Urban
Costa Rica,Female,36-45,I do not identify with any religious group or faith,Urban
Costa Rica,Male,46-55,Christianity,Urban
Costa Rica,Female,36-45,I do not identify with any religious group or faith,Urban
Costa Rica,Female,65+,Christianity,Urban
Costa Rica,Male,26-35,Christianity,Urban
Costa Rica,Female,18-25,Christianity,Urban
Costa Rica,Female,46-55,Christianity,Urban
Costa Rica,Male,18-25,I do not identify with any religious group or faith,Urban
Costa Rica,Female,46-55,Christianity,Urban
Costa Rica,Male,56-65,Christianity,Urban
Costa Rica,Male,26-35,Christianity,Urban
Costa Rica,Male,46-55,Christianity,Urban
Costa Rica,Female,46-55,Christianity,Urban
Costa Rica,Male,46-55,Christianity,Urban
Costa Rica,Female,18-25,Christianity,Urban
Costa Rica,Male,46-55,Christianity,Urban
Costa Rica,Female,65+,Christianity,Urban
Costa Rica,Female,18-25,Christianity,Urban
Costa Rica,Female,46-55,Christianity,Urban
Costa Rica,Female,36-45,Christianity,Urban
Costa Rica,Male,56-65,Christianity,Urban
Costa Rica,Male,18-25,Christianity,Urban
Costa Rica,Male,46-55,Christianity,Urban
Costa Rica,Male,26-35,I do not identify with any religious group or faith,Urban
Costa Rica,Male,65+,Christianity,Urban
Costa Rica,Female,26-35,I do not identify with any religious group or faith,Urban
Costa Rica,Male,36-45,Christianity,Urban
Costa Rica,Female,36-45,Christianity,Urban
Costa Rica,Male,65+,I do not identify with any religious group or faith,Urban
Costa Rica,Female,56-65,Christianity,Urban
Costa Rica,Female,26-35,Christianity,Urban
Costa Rica,Female,26-35,Christianity,Urban
Costa Rica,Female,36-45,Christianity,Urban
Costa Rica,Female,65+,Christianity,Urban
Costa Rica,Male,46-55,Christianity,Urban
Costa Rica,Female,36-45,Christianity,Urban
Costa Rica,Female,26-35,Christianity,Urban
Costa Rica,Male,18-25,Christianity,Urban
Costa Rica,Female,65+,Christianity,Urban
Costa Rica,Male,46-55,Christianity,Urban
Costa Rica,Male,46-55,Christianity,Urban
Costa Rica,Female,65+,Christianity,Urban
Costa Rica,Male,65+,Christianity,Urban
Costa Rica,Male,56-65,I do not identify with any religious group or faith,Urban
Costa Rica,Male,56-65,Christianity,Urban
Costa Rica,Female,36-45,Christianity,Urban
Costa Rica,Female,65+,Christianity,Urban
Costa Rica,Female,18-25,Christianity,Urban
Costa Rica,Female,18-25,Christianity,Urban
Costa Rica,Female,46-55,Christianity,Urban
Costa Rica,Female,56-65,Christianity,Urban
Costa Rica,Male,26-35,Christianity,Urban
Costa Rica,Female,18-25,Christianity,Urban
Costa Rica,Male,36-45,I do not identify with any religious group or faith,Urban
Costa Rica,Female,36-45,I do not identify with any religious group or faith,Urban
Costa Rica,Female,26-35,Christianity,Urban
Costa Rica,Male,65+,Christianity,Urban
Costa Rica,Female,56-65,Judaism,Urban
Costa Rica,Male,36-45,I do not identify with any religious group or faith,Urban
Costa Rica,Female,26-35,Christianity,Urban
Costa Rica,Female,18-25,Christianity,Urban
Costa Rica,Male,56-65,I do not identify with any religious group or faith,Urban
Costa Rica,Female,36-45,I do not identify with any religious group or faith,Urban
Costa Rica,Female,46-55,Christianity,Urban
Costa Rica,Female,26-35,Christianity,Urban
Costa Rica,Female,26-35,Christianity,Urban
Costa Rica,Female,65+,Judaism,Urban
Costa Rica,Male,56-65,Christianity,Urban
Costa Rica,Male,36-45,Christianity,Urban
Costa Rica,Female,26-35,I do not identify with any religious group or faith,Urban
Costa Rica,Male,26-35,Christianity,Urban
Costa Rica,Male,26-35,Christianity,Urban
Costa Rica,Male,26-35,Christianity,Urban
Costa Rica,Male,65+,Christianity,Urban
Costa Rica,Male,18-25,Christianity,Urban
Costa Rica,Female,36-45,Christianity,Urban
Costa Rica,Female,56-65,I do not identify with any religious group or faith,Urban
Costa Rica,Female,46-55,Christianity,Urban
Costa Rica,Male,26-35,Christianity,Urban
Costa Rica,Male,65+,I do not identify with any religious group or faith,Urban
Costa Rica,Female,18-25,Christianity,Urban
Costa Rica,Female,65+,Christianity,Urban
Costa Rica,Female,36-45,Christianity,Urban
Costa Rica,Male,56-65,Christianity,Urban
Costa Rica,Male,18-25,Christianity,Urban
